,tokenized_column
476,"[""'Three"", 'shots', 'of', 'Pfizer', 'COVID', 'vaccine', '4x', 'less', 'effective', 'against', 'Omicron', ""'"", '-', 'The', 'Jerusalem', 'Post', 'https', ':', '//t.co/rWKlW9yMDk']"
477,"['वैज्ञानिकों', 'की', 'चेतावनी', ',', 'जनवरी', 'में', 'आ', 'सकती', 'है', 'Omicron', 'की', 'बड़ी', 'लहर', 'https', ':', '//t.co/wwousp37H2']"
478,"['What', 'I', ""'m"", 'seeing', 'with', '#', 'Omicron', '.', '1', ')', 'Everyone', 'will', 'be', 'exposed', 'in', 'next', 'few', 'weeks', '.', '2', ')', 'Almost', 'everyone', 'gets', 'a', 'mild', 'form', 'of', 'common', 'cold', '.', 'Trivial', 'hospitalization', '.', 'Trivial', 'oxygenation', 'needed', '.', '3', ')', 'Omicron', 'replaces', 'Delta', '.', '4', ')', 'Omicron', 'acts', 'as', 'a', 'natural', 'vaccine', ',', 'Herd', 'immunity', '.', '4', ')', 'End', 'pandemic', '.']"
479,"['El', 'fantasma', 'Omicron', 'completamente', 'demolido', 'en', 'datos', '.', 'Pero', 'esto', 'no', 'te', 'lo', 'van', 'a', 'informar', 'en', 'el', 'programa', 'de', '@', 'edufeiok']"
480,"['🇹🇷', '#', 'Turquía', 'detecta', 'sus', 'primeros', 'seis', 'casos', 'de', 'la', 'variante', '#', 'Ómicron', 'de', '#', 'Covid19', '.', 'https', ':', '//t.co/krjQYn7COL']"
481,"['Brasil', 'confirmó', 'primer', 'caso', 'de', 'transmisión', 'local', 'de', 'variante', 'ómicron', 'de', 'covid', 'https', ':', '//t.co/Um9ZVrH1pZ', 'vía', '@', 'ElNacionalWeb']"
482,"['@', 'Ibeenhacked', '@', '_stah', '@', 'stonewall62869', 'At', 'gisaid', ',', 'the', 'percentage', 'of', 'Omicron', 'cases', 'in', 'N', 'America', 'for', 'Dec', '6-12', 'is', 'now', 'estimated', 'at', '3.6', '%', '.', 'This', 'is', 'moving', 'fast', '.', 'I', 'do', ""n't"", 'see', 'why', 'the', 'US', 'should', 'be', 'substantially', 'different', 'from', 'the', 'UK', 'in', 'its', 'predictions', '.', 'https', ':', '//t.co/Ms6SKERqYb']"
483,"['Es', 'haben', 'sich', 'ja', 'jetzt', '-', 'vor', 'allen', 'Dingen', '-', 'junge', 'Leute', 'damit', 'infiziert', 'und', 'die', 'sind', '-', 'vor', 'allen', 'Dingen', '-', 'wohl', 'müde', 'geworden', '...', '[', '...', ']', '🥳', '#', 'Omikron', '#', 'OmicronVirus', '#', 'Omicron', '#', 'CultureofFear', 'https', ':', '//t.co/u2axvKq3pC']"
484,"['@', 'dpaessler', 'Aus', 'Südafrika', 'gibt', 'es', 'Berichte', ',', 'dass', 'es', 'kaum', 'Einweisungen', 'AUFGRUND', 'Omicron', 'gibt', 'und', 'die', 'Fälle', 'meist', 'nur', 'durch', 'Zufallsbefunde', 'infolge', 'strikter', 'Kontrollen', 'gefunden', 'wurden', '.', 'O2-Bedarf', 'lediglich', 'in', '10', '%', 'der', 'Fälle', '.', 'Zudem', 'ist', 'der', 'Impfstatus', 'erheblich', 'schlechter', 'als', 'in', 'Deutschland', '.']"
485,"['@', 'CyberSpaceGal', '@', 'R46265278', '@', 'BNODesk', 'Israel', 'closed', 'their', 'borders', 'to', 'Omicron', '.', 'So', 'nope', '.']"
486,"['@', 'GodzillaEmpOMan', '@', 'Lrrr_Omicron', '@', 'nytimes', 'y', '’', 'all', 'could', 'at', 'least', 'get', 'your', 'facts', 'straight', 'before', 'coming', 'to', 'poor', 'lil', 'Alan', '’', 's', 'defense', '.', 'this', 'man', 'repeatedly', 'assaulted', 'people', ',', 'including', 'officers', ',', 'and', 'pointed', 'a', 'loaded', 'gun', 'in', 'broad', 'daylight', 'at', 'people', '.', 'he', 'made', 'videos', 'admitting', 'to', 'it', '.', 'there', '’', 's', 'a', 'reason', 'why', 'your', 'piss', 'boys', 'disowned', 'him', '.']"
487,"['@', 'lauriestephens', '@', 'prairiecentrist', 'But', 'Omicron', ',', 'by', 'all', 'accounts', ',', 'is', 'less', 'serious', 'symptom/health', 'wise', 'than', 'previous', 'variants…so', 'why', 'would', 'it', 'change', 'your', 'risk', 'assessment', '?']"
488,"['@', 'ReizerDe', '@', 'ONullius', '@', 'NSWHealth', 'When', 'in', 'your', 'calendar', 'does', 'it', 'say', 'winter', 'starts', '?', 'I', 'think', 'we', 'will', 'see', 'how', 'Omicron', 'plays', 'out', 'well', 'before', 'winter', 'starts', '.']"
489,"['Het', 'laatste', 'nieuws', 'uit', 'Zuid', 'Afrika', 'over', 'Omicron', '.', 'https', ':', '//t.co/9ISE9C1ods']"
490,"['@', 'ChampoDr', 'Au', 'faite', 'on', 'est', 'où', 'des', '500', '000', 'morts', 'de', 'la', 'première', 'vague', '?', 'On', 'en', 'est', 'où', 'des', 'scanner', 'de', 'cerveau', ""d'enfant"", 'pire', ""qu'un"", 'Alzheimer', '.', 'On', 'en', 'est', 'où', 'niveau', 'mort', 'du', 'variant', 'Omicron', '?', 'Il', 'y', 'a', 'des', 'cons', 'des', 'deux', 'côtés', 'ne', 'faite', 'pas', 'trop', 'les', 'fiers', '!']"
491,"[""Türkiye'de"", '6', 'omicron', 'varyantı', 'çıkmış', 'şu', '2', 'yılda', 'virüsün', 'kendini', 'değiştirip', 'geliştirdiği', 'kadar', 'gelişsek', 'değişsek', 'Türk', 'halkı', 'olarak', 'yeter', 'aslında', '#', 'corona']"
492,"['Health', 'DG', ':', 'Omicron', 'variant', 'detected', 'among', '298', 'new', 'VOC', 'cases', 'reported', 'between', 'Nov', '19-Dec', '8', 'https', ':', '//t.co/Kj8zZlNpAE']"
493,"['Omicron', ':', 'Three', 'vaccine', 'doses', 'key', 'for', 'protection', 'against', 'variant', 'https', ':', '//t.co/gcHeogisIf']"
494,"['Humanity', 'has', 'indeed', 'been', 'fortunate', 'Good', 'fortune', 'with', 'omicron', 'https', ':', '//t.co/e7cbsnhz4W', 'via', '@', 'YouTube']"
495,"['La', 'aparición', 'de', 'Ómicron', 'amenaza', 'con', 'profundizar', 'el', 'reparto', 'desigual', 'de', 'vacunas', 'https', ':', '//t.co/S4nq02aNm4']"
496,"['Two', 'weeks', 'after', 'the', 'World', 'Health', 'Organization', 'designated', 'Omicron', 'a', 'variant', 'of', 'concern', ',', 'we', 'know', 'a', 'lot', 'more', 'about', 'its', 'potential', 'threat', ',', 'with', 'initial', 'data', 'suggesting', 'it', 'seems', 'to', 'be', 'associated', 'with', 'less', 'severe', 'illness', 'and', 'fewer', 'ICU', 'admissions', '.', 'https', ':', '//t.co/gt9cVO0ksA']"
497,"['@', 'SAHealth', 'We', 'learnt', 'from', 'Gladys', ',', 'after', 'she', 'abandoned', ""'go"", 'hard', 'and', 'go', 'early', ""'"", ',', 'that', 'limited', 'restrictions', 'could', ""n't"", 'contain', 'Delta', '.', 'So', 'why', 'then', 'are', 'we', 'putting', 'in', 'these', 'token', 'and', 'futile', 'efforts', 'to', 'contain', 'Omicron', 'in', 'SA', ',', 'a', 'far', 'more', 'transmissible', 'variant', '?']"
498,"['@', 'CityNewsKIT', 'Omicron', 'is', 'a', 'mild', 'cold', '-', 'is', 'this', 'what', 'passes', 'for', 'news', 'now', '?']"
499,"['i', 'was', '17', 'before', 'covid', ',', 'now', 'turning', '20', 'during', 'omicron😩']"
500,"['One', 'of', 'sadset', '4me', 'things', 'about', 'new', 'omicron', 'strain', 'is', 'its', 'probably', 'going', 'to', 'seriously', 'restrict', 'being', 'able', 'to', 'meet', 'up', 'with', 'folk', '.', 'Have', 'made', 'so', 'many', 'lovely', 'new', 'traveller', 'friends', 'on', 'here', 'was', 'looking', 'forward', 'to', 'meeting', 'in', 'person', 'now', 'rules', 'had', 'relaxed', '.', 'But', 'seems', 'lockdown', 'coming', 'back', '😕']"
501,"['@', 'vera_tenacious', 'Omicron', '?', 'Go', 'for', 'a', 'walk', 'Delta', '?', 'Hug', 'day', 'Classrooms', '?', 'No', 'transmission', 'Long', 'covid', '?', 'Does', ""n't"", 'exist', 'Imagine', 'Henry', 'in', 'charge', 'in', ',', 'say', ',', 'Alberta', ',', 'how', 'would', 'media', 'here', 'react', 'to', 'her', '?', 'Quack', ',', 'Trump-like', ',', 'anti-science', ',', 'liar', '......']"
502,"['Y', 'no', 'es', 'Omicron', '!', '!', 'Atención', ',', 'detectan', 'una', 'nueva', 'variante', 'del', 'coronavirus', 'https', ':', '//t.co/LmM5cJf5tH', 'vía', '@', 'diarioas']"
503,"['@', 'ScottGottliebMD', 'Maybe', 'Omicron', 'is', 'so', 'contagious', 'that', 'it', ""'s"", 'gone', 'in', 'a', 'few', 'weeks', '.', 'It', 'uses', 'up', 'all', 'available', 'bodies', '.', 'We', 'hear', 'about', '``', 'mostly', 'incidental', 'cases', ""''"", '(', 'Eyder', 'Peralta', 'on', 'NPR', 'today', ',', 'I', 'think', ')', ',', 'which', 'means', 'they', 'come', 'in', 'for', 'something', 'else', ',', 'and', 'it', 'turns', 'out', 'they', 'also', 'have', 'Covid', '(', 'omicron', ')', '.']"
504,"['@', 'CBCNews', 'How', '?', '?', 'How', 'is', 'a', 'booster', 'of', 'the', 'vaccine', 'based', 'on', 'the', 'original', 'COVID', ',', 'more', 'effective', '?', 'It', ""'s"", 'not', 'like', 'the', 'booster', 'is', 'teaching', 'our', 'cells', 'to', 'look', 'out', 'for', 'features', 'that', 'make', 'omicron', 'different', '.', 'This', 'smells', 'like', 'a', 'pharmaceutical', 'profits', 'scandal', '🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️', 'https', ':', '//t.co/sYTIXmJahm']"
505,"['@', 'theAliceRoberts', '@', 'IndependentSage', '@', 'doctor_oxford', 'Are', 'you', 'sure', 'it', ""'s"", 'not', 'just', 'all', 'lies', 'to', 'fuel', 'an', 'agenda', ',', 'much', 'darker', 'things', 'are', 'happening', 'than', 'the', 'public', 'dare', 'to', 'understand', '!', 'How', 'many', 'people', 'have', 'actually', 'died', 'of', 'omicron', '?', 'https', ':', '//t.co/Cwd1fIWNX8']"
506,"['Since', 'the', 'battle', 'of', 'cocacola', 'vs', 'Pepsi', 'there', 'has', 'never', 'been', 'a', 'commercial', 'battle', 'like', 'this', 'Pfizer', ':', 'is', 'expensive', ',', 'slow', ',', 'not', 'effective', 'and', 'people', 'have', 'died', '.', 'Omicron', ':', 'is', 'free', ',', 'fast', ',', 'gives', 'real', 'inmunity', 'and', 'there', 'are', 'no', 'reported', 'deaths']"
507,"['Why', 'uncontrolled', 'HIV', 'may', 'be', 'behind', 'the', 'emergence', 'of', 'Omicron', 'https', ':', '//t.co/3rTRuGFNdZ']"
508,"['OK', 'so', 'we', ""'ve"", 'heard', 'about', 'pfizer', 'and', 'omicron', ',', 'but', 'pfizer', 'is', 'like', 'the', 'high', 'class', 'designer', 'drug', 'of', 'vaccines', '...', 'what', 'about', 'Astra', 'or', 'Moderna', '?', '...', 'I', 'wan', 'na', 'know', 'how', 'the', 'hard', 'drugs', 'handle', 'Omicron', '?']"
509,"['@', 'lapublichealth', 'Double', 'mask', 'to', 'survive', 'omicron', '.', 'Even', 'do', 'it', 'outdoors', '!', 'https', ':', '//t.co/R0obHVPHuG']"
510,"['@', 'robstsu', '@', 'rockmamx6', '@', 'CNNBrasil', 'Apoio', 'toda', 'medida', 'que', 'impeça', 'o', 'vírus', 'de', 'se', 'espalhar', ',', 'o', 'resto', 'é', 'política', 'e', 'não', 'discuto', 'política', '.', 'O', 'vírus', 'se', 'espalhou', 'pelo', 'mundo', 'via', 'aeroportos', 'e', 'portos', ',', 'países', 'q', 'tem', 'tido', 'evolução', 'do', 'omicron', 'devem', 'ser', 'barrados', '.', 'Independente', 'de', 'vacinado', 'ou', 'não', '.']"
511,"['And', 'yet', 'they', 'keep', 'pushing', 'a', 'vaccine', 'that', 'is', ""n't"", 'working', '...', 'RT', '@', 'DrEliDavid', ':', '76', '%', 'of', 'Omicron', 'cases', 'in', 'Israel', 'among', 'triple', 'vaccinated', '.', '_', 'https', ':', '//t.co/lUHgAd2JCM']"
512,"['COVIDWORLD', 'con', '269', '670', '475', 'positivos', 'y', '5', '301', '065', 'muertos', 'USA', '49', '875', '763', 'y', '797', '129', 'China', '112', '169', 'y', '4849', 'Mexico', '3', '917', '361', 'y', '296', '620', 'difuntos', '2665', 'nuevos', 'casos', 'OMICRON', 'EL', 'GRAN', 'FRAUDE', 'con', 'tantas', 'mutaciones', 'y', 'variantes', 'Sars-cov2', 'es', 'mas', 'contagioso', 'pero', 'sintomas', 'leves', '.', 'Negocio', 'vaccine', '.']"
513,"['Pfizer', 'y', 'BioNTech', 'proporcionan', 'actualización', 'sobre', 'la', 'variante', 'de', 'Omicron', '|', 'Pfizer', 'https', ':', '//t.co/qSTrQoSLfj']"
514,"['@', 'CMOH_Alberta', 'These', 'findings', 'are', 'significant', 'and', 'should', 'lead', 'to', 'decisions', 'to', 'quarantine', 'close', 'contacts', 'of', 'Omicron', 'variant', 'infections', '.', 'Easing', 'restrictions', 'sounds', 'unwise', 'during', 'the', 'holiday', 'season', 'until', 'the', 'severity', 'of', 'disease', 'is', 'better', 'understood', '.']"
515,"['🤔', '...', 'Ignore', 'this', '👇👇👇', 'Specially', 'ignore', 'FM', '...', '#', 'Omicron', 'Finance', 'ministry', 'says', 'Omicron', 'likely', 'to', 'be', 'a', '‘', 'less', 'severe', '’', 'risk', ':', 'https', ':', '//t.co/KFzRu9Oa66']"
516,"['Omicron', 'es', 'menos', 'letal', 'que', 'Brahian', 'Aleman', 'en', 'Liga']"
517,"['@', 'Sri2Sree2', 'Omicron', 'Mu', 'Phi', 'Gamma', '(', 'OMFG', ')', '😂']"
518,"['Esta', 'gráfica', 'apoya', 'lo', 'mencionado', 'por', '@', 'ArturoErdely', 'a', 'la', 'referencia', 'de', 'que', 'Omicron', 'parece', 'ser', 'bastante', 'benigna', '.', 'El', 'problema', 'es', 'la', 'cantidad', 'de', 'contagios', 'que', 'podría', 'llevar', 'a', 'saturacion', 'hospitalaria', ',', 'aun', 'siendo', 'leve', 'la', 'enfermedad', '.', 'https', ':', '//t.co/egbThxhjke']"
519,"['“', 'We', 'need', 'to', 'shift', 'the', 'narrative', 'and', 'stop', 'calling', 'this', 'a', 'pandemic', 'of', 'the', 'unvaccinated', ',', '”', 'Furr-Holden', 'said', '.', '“', 'It', 'doesn', '’', 't', 'honor', 'the', 'fact', 'that', 'we', '’', 're', 'seeing', 'more', 'and', 'more', 'breakthrough', 'cases', 'in', 'the', 'vaccinated.', '”', 'https', ':', '//t.co/8sRcGI9976', '#', 'covid', '#', 'omicron', '#', 'pandemic', '#', 'wearamask', '#', 'vaccine']"
520,"['La', 'neutralización', 'de', 'los', 'anticuerpos', 'de', 'vacunados', 'baja', 'frente', 'a', 'la', 'variante', 'Ómicron', 'https', ':', '//t.co/uyn0KytF7U']"
521,"['“', 'Being', 'smarter', '(', 'on', 'Omicron', ')', 'means', 'getting', 'third', 'doses', 'out', 'as', 'fast', 'as', 'possible', ',', 'asking', 'the', 'public', 'to', 'limit', 'gatherings', 'and', 'subsidizing', 'rapid', 'COVID', 'tests', 'to', 'the', 'point', 'where', 'they', 'are', 'ubiquitous', ',', 'and', 'every', 'household', 'has', 'a', 'drawerful', 'so', 'its', 'members', 'can', 'test', 'themselves', 'before', 'going', 'out', '”']"
522,"['@', 'thehill', 'Omicron', 'spreads', 'like', 'the', 'cold', 'but', 'if', 'your', 'vaccinated', 'it', 'appears', 'weaker', 'than', 'Delta', '.', 'It', '’', 's', 'a', 'risk', 'because', 'so', 'many', 'are', 'choosing', 'not', 'vaccinated', '.']"
523,"['Health', 'authorities', 'confirm', 'Omicron', 'COVID', 'variant', 'is', 'in', 'SA', 'https', ':', '//t.co/72M1zFd2m5']"
524,"['Israeli', 'study', 'finds', 'Pfizer', 'COVID-19', 'booster', 'protects', 'against', 'Omicron', 'https', ':', '//t.co/QQ2hIXBC7p', 'https', ':', '//t.co/fPiBeDGduu']"
525,"['MyRepublica', ':', 'Israeli', 'study', 'finds', 'Pfizer', 'COVID-19', 'booster', 'protects', 'against', 'Omicron', '-', 'https', ':', '//t.co/72YF2VPsyX']"
526,"['@', 'robfoot', '@', 'FurnessColin', 'I', 'hope', 'you', 'catch', 'Omicron', 'and', 'give', 'it', 'to', 'your', 'famiy', '.', 'Then', 'you', ""'ll"", 'be', 'immune', ',', 'and', 'you', ""'ll"", 'will', 'live', 'along', 'time', ',', 'and', 'realize', 'how', 'silly', 'you', ""'ve"", 'been', '.', 'The', 'WHO', 'have', ""n't"", 'reported', 'a', 'single', 'death', 'from', 'omicron', '.']"
527,"['El', 'funcionario', 'de', 'salud', 'informó', 'que', 'el', 'paciente', 'que', 'se', 'diagnosticó', 'con', 'la', 'variante', 'ómicron', 'se', 'mantiene', 'en', 'óptimas', 'condiciones', 'y', 'ya', 'fue', 'descartado', 'que', 'sus', 'ocho', 'contactos', 'se', 'hayan', 'contagiado', 'https', ':', '//t.co/bTVV3YUBy4']"
528,"['Does', 'this', 'give', 'a', 'strong', 'indication', 'that', 'Omicron', 'severity', 'is', 'mild', '?', '@', 'MenonBioPhysics']"
529,"['@', 'ScottGottliebMD', 'Does', 'this', 'tell', 'us', 'anything', 'about', 'Omicron', '?', 'Or', 'is', 'the', 'sample', 'size', 'still', 'ti', 'small', '&', 'amp', ';', 'time', 'line', 'too', 'short', '?']"
530,"['``', 'Preliminary', 'U.K.', 'data', 'released', 'on', 'Friday', 'showed', 'that', 'boosters', 'from', 'AstraZeneca', 'Plc', 'and', 'Pfizer/BioNTech', 'SE', 'improve', 'protection', 'against', 'the', 'omicron', 'variant', 'to', 'as', 'much', 'as', '75', '%', 'in', 'the', 'early', 'days', 'after', 'the', 'shot', '.', ""''""]"
531,"['We', 'are', 'at', 'a', 'point', 'with', 'in', 'a', 'few', 'months', 'that', 'we', 'will', 'need', '7', 'shots', 'to', 'be', 'fully', 'vaccinated', '.', '3', 'R', 'needed', 'soon', '4', 'for', 'CV19', '&', 'amp', ';', 'Delta', 'and', 'another', '3', 'for', 'the', 'Omicron', 'flu', '.', 'Current', 'shots', 'are', 'said', 'not', 'to', 'work', 'for', 'the', 'Omicron', 'flu', 'that', 'has', 'killed', 'no', 'one', 'so', 'far', '.', 'https', ':', '//t.co/nkFKtlqhPv']"
532,"['La', 'variante', 'del', 'coronavirus', 'Omicron', 'ha', 'complicado', 'mucho', 'los', 'viajes', 'internacionales', 'durante', 'las', 'vacaciones', '.', 'Aquí', 'está', 'el', 'papeleo', 'que', 'muchos', 'destinos', 'exigen', 'ahora', 'a', 'los', 'viajeros', 'estadounidenses👇🏽']"
533,"['Most', 'reported', 'U.S.', 'Omicron', 'cases', 'have', 'hit', 'the', 'fully', 'vaccinated', '-CDC', '|', 'Reuters', 'https', ':', '//t.co/TLLPDXqhqI']"
534,"['Great', '!', 'Omicron', 'is', 'very', 'mild', 'compared', 'to', 'Delta', '.', 'Less', 'people', 'dying', 'and', 'pressure', 'off', 'the', 'hospitals', '.']"
535,"['Why', 'uncontrolled', 'HIV', 'may', 'be', 'behind', 'the', 'emergence', 'of', 'Omicron', 'https', ':', '//t.co/wbrRSE2cw8']"
536,"['@', 'YungKermit1', '@', 'drecksuser', 'Ja', 'doch', 'viele', 'Denken', 'das', 'macht', 'Sinn', '.', 'Und', 'jetzt', 'im', 'März', '4', 'Spritzen', 'gegen', 'Omicron', 'die', 'auch', 'alle', 'nen', 'Booster', 'benötigen', 'zu', '90', '%', '.', 'Dann', 'jedes', 'Jahr', 'jetzt', '5+', 'Spritzen', 'bekommen', 'für', 'seine', 'Freiheit', '?', 'Verstehe', 'nicht', 'wieso', 'das', 'alle', 'so', 'cool', 'finden', 'wirklich', '.']"
537,"['@', 'Stephengm99', '@', 'QhaosM', '@', 'grizzlybearx1', '@', '_Summerti_28_', '``', 'The', 'Omicron', 'variant', 'has', 'been', 'detected', 'in', 'at', 'least', '38', 'countries', 'but', 'no', 'deaths', 'have', 'yet', 'been', 'reported', ',', 'the', 'World', 'Health', 'Organization', 'has', 'said', ',', 'amid', 'warnings', 'that', 'it', 'could', 'damage', 'the', 'global', 'economic', 'recovery', '.', ""''"", '~', 'The', 'Guardian']"
538,"['As', 'of', 'Dec', '9', 'there', 'were', '402', 'sequenced', 'cases', 'of', 'Omicron', 'in', 'Europe', '.', 'None', 'of', 'them', 'were', 'reportedly', 'anything', 'but', 'asymptomatic', 'or', 'mild', '.', 'Not', 'definitive', 'evidence', 'of', 'reduced', 'virulence', 'because', 'of', 'caveats', '(', 'see', 'below', ')', 'but', 'I', 'find', 'this', 'hopeful', '!', '🤞🏼🤞🏼🤞🏼', 'https', ':', '//t.co/YBw3xWs3JW']"
539,"['@', 'vivicanosaok', 'Lease', 'Omicron=secuelas', 'vacuna', 'https', ':', '//t.co/uCCYffldJa']"
540,"['As', 'the', 'world', 'is', 'now', 'concerned', 'regarding', 'the', 'newly', 'found', '“', 'variant', 'of', 'concern', '”', 'Omicron', 'and', 'its', 'effect', 'on', 'vaccine', 'caused', 'immunity', ',', 'in', 'India', ',', 'chairman', 'and', 'managing', 'director', 'of', 'Covaxin', 'developer', 'Bharat', 'Biotech', ',', 'Krishna', 'Ella', 'stated', 'that', 'it', 'has', 'completed', 'Phase', '2', 'trials', 'for', 'the', 'Covid']"
541,"['test3', 'Omicron', ':', 'Section', '144', 'imposed', 'in', 'Mumbai', 'for', 'weekend', 'https', ':', '//t.co/f98LVS1lgI']"
542,"['Preliminary', 'data', 'suggest', 'that', 'the', 'increased', 'antibody', 'levels', 'generated', 'following', 'a', 'COVID-19', 'vaccine', 'booster', 'dose', 'may', 'offer', 'improved', 'protection', 'against', 'the', '#', 'Omicron', 'variant', '.', '#', 'GetYourBooster', '💉', 'https', ':', '//t.co/EYeCzvWpxP']"
543,"['Early', 'data', 'suggests', 'that', 'the', 'protection', 'provided', 'by', 'COVID-19', 'vaccination', 'against', 'infections', 'with', 'the', '#', 'Omicron', 'variant', 'is', 'IMPAIRED', 'compared', 'to', 'those', 'with', 'the', '#', 'Delta', 'variant', ',', 'but', 'further', 'data', 'is', 'required', 'on', 'the', 'effectiveness', 'against', 'severe', 'disease', '.', '5/']"
544,"['Storms', 'go', 'on', ',', 'Omicron', ',', 'Jeremy', 'Strong', 'does', 'acting', 'wrong', 'Throat', 'goat', ',', 'ditch', 'your', 'coat…', 'https', ':', '//t.co/FgGm4qVJm0']"
545,"['🆕IMPORTANT', 'INFO', '#', 'ATAGI', 'statement', 'on', 'the', 'Omicron', 'variant', '&', 'amp', ';', 'timing', 'of', 'COVID-19', 'booster', 'vaccination', ':', 'As', 'of', 'Dec', '11th', ',', '#', 'ATAGI', 'is', 'now', 'recommending', 'COVID-19', 'booster', 'vaccinations', 'for', 'anyone', 'aged', '18', '&', 'amp', ';', 'older', 'who', 'completed', 'their', 'primary', 'course', 'of', 'COVID-19', 'vaccination', '5mths', 'or', 'more', 'ago', '1/']"
546,"['``', 'Las', 'muertes', 'laguean', 'detrás', 'de', 'los', 'casos', ',', 'es', 'muy', 'temprano', 'para', 'ver', 'omicron', ""''"", '.', 'NO', '.', 'Eso', 'pasó', 'con', 'delta', '.', 'Con', 'alto', 'nivel', 'de', 'inmunidad', 'en', 'la', 'población', '(', 'por', 'vacunas', 'o', 'infección', 'o', 'las', 'dos', ')', ',', 'las', 'muertes', 'se', 'desacoplan', 'de', 'los', 'casos', '.', 'Antes', 'la', 'relación', 'era', 'más', 'predecible', ',', 'ahora', 'no', '.']"
547,"['Feeling', '😵\u200d💫😵\u200d💫', 'w/', 'this', 'weather', '(', '14°C', 'today', 'in', 'mid-Dec', ')', ',', 'the', 'rise', 'of', 'omicron', 'virus', ',', 'and', 'the', 'fact', 'that', 'most', 'of', 'the', 'world', '’', 's', 'population', 'doesn', '’', 't', 'have', 'access', 'to', 'vaccines', 'b/c', 'our', 'govts', 'care', 'more', 'about', 'protecting', 'the', 'profits', 'of', 'pharma', 'corps', 'than', 'saving', 'people', '’', 's', 'lives', '.', '#', 'TRIPSwaiver']"
